supplier_id,model_id,price
1,19474,0
1,19570,0
1,19473,0
1,19569,0
1,19472,0
1,19568,0
1,19471,0
1,19567,0
1,19478,0
1,19574,0
1,19477,0
1,19573,0
1,19476,0
1,19572,0
1,19475,0
1,19571,0
1,19482,0
1,19578,0
1,19481,0
1,19577,0
1,19480,0
1,19576,0
1,19479,0
1,19575,0
1,19486,0
1,19582,0
1,19485,0
1,19581,0
1,19484,0
1,19580,0
1,19483,0
1,19579,0
1,28222,0
1,28296,0
1,28221,0
1,28295,0
1,28220,0
1,28294,0
1,28343,0
1,28385,0
1,28225,0
1,28299,0
1,28224,0
1,28298,0
1,28223,0
1,28297,0
1,28345,0
1,28387,0
1,28228,0
1,28302,0
1,28227,0
1,28301,0
1,28226,0
1,28300,0
1,28347,0
1,28389,0
1,28231,0
1,28305,0
1,28230,0
1,28304,0
1,28229,0
1,28303,0
1,28349,0
1,28391,0
1,19458,0
1,19554,0
1,19457,0
1,19553,0
1,19456,0
1,19552,0
1,19455,0
1,19551,0
1,19462,0
1,19558,0
1,19461,0
1,19557,0
1,19460,0
1,19556,0
1,19459,0
1,19555,0
1,19466,0
1,19562,0
1,19465,0
1,19561,0
1,19464,0
1,19560,0
1,19463,0
1,19559,0
1,19470,0
1,19566,0
1,19469,0
1,19565,0
1,19468,0
1,19564,0
1,19467,0
1,19563,0
1,28179,0
1,28253,0
1,28178,0
1,28252,0
1,28177,0
1,28251,0
1,28405,0
1,28407,0
1,28182,0
1,28256,0
1,28181,0
1,28255,0
1,28180,0
1,28254,0
1,28406,0
1,28408,0
1,28185,0
1,28259,0
1,28184,0
1,28258,0
1,28183,0
1,28257,0
1,28323,0
1,28365,0
1,28209,0
1,28283,0
1,28208,0
1,28282,0
1,28207,0
1,28281,0
1,28337,0
1,28379,0
1,19502,0
1,19598,0
1,19501,0
1,19597,0
1,19500,0
1,19596,0
1,19499,0
1,19595,0
1,19506,0
1,19602,0
1,19505,0
1,19601,0
1,19504,0
1,19600,0
1,19503,0
1,19599,0
1,19510,0
1,19606,0
1,19509,0
1,19605,0
1,19508,0
1,19604,0
1,19507,0
1,19603,0
1,28234,0
1,28308,0
1,28233,0
1,28307,0
1,28232,0
1,28306,0
1,28351,0
1,28393,0
1,28237,0
1,28311,0
1,28236,0
1,28310,0
1,28235,0
1,28309,0
1,28353,0
1,28395,0
1,28240,0
1,28314,0
1,28239,0
1,28313,0
1,28238,0
1,28312,0
1,28355,0
1,28397,0
1,19490,0
1,19586,0
1,19489,0
1,19585,0
1,19488,0
1,19584,0
1,19487,0
1,19583,0
1,19494,0
1,19590,0
1,19493,0
1,19589,0
1,19492,0
1,19588,0
1,19491,0
1,19587,0
1,19498,0
1,19594,0
1,19497,0
1,19593,0
1,19496,0
1,19592,0
1,19495,0
1,19591,0
1,28200,0
1,28274,0
1,28199,0
1,28273,0
1,28198,0
1,28272,0
1,28399,0
1,28402,0
1,28203,0
1,28277,0
1,28202,0
1,28276,0
1,28201,0
1,28275,0
1,28400,0
1,28403,0
1,28206,0
1,28280,0
1,28205,0
1,28279,0
1,28204,0
1,28278,0
1,28401,0
1,28404,0
1,19512,0
1,19608,0
1,19515,0
1,19611,0
1,19514,0
1,19610,0
1,19513,0
1,19609,0
1,19511,0
1,19607,0
1,19517,0
1,19613,0
1,19520,0
1,19616,0
1,19519,0
1,19615,0
1,19518,0
1,19614,0
1,19516,0
1,19612,0
1,19522,0
1,19618,0
1,19525,0
1,19621,0
1,19524,0
1,19620,0
1,19523,0
1,19619,0
1,19521,0
1,19617,0
1,28186,0
1,28260,0
1,28189,0
1,28263,0
1,28188,0
1,28262,0
1,28187,0
1,28261,0
1,28325,0
1,28367,0
1,28190,0
1,28264,0
1,28193,0
1,28267,0
1,28192,0
1,28266,0
1,28191,0
1,28265,0
1,28327,0
1,28369,0
1,28194,0
1,28268,0
1,28197,0
1,28271,0
1,28196,0
1,28270,0
1,28195,0
1,28269,0
1,28329,0
1,28371,0
1,19432,0
1,19528,0
1,19434,0
1,19530,0
1,19435,0
1,19531,0
1,19436,0
1,19532,0
1,19433,0
1,19529,0
1,19431,0
1,19527,0
1,19438,0
1,19534,0
1,19440,0
1,19536,0
1,19441,0
1,19537,0
1,19442,0
1,19538,0
1,19439,0
1,19535,0
1,19437,0
1,19533,0
1,28210,0
1,28284,0
1,28212,0
1,28286,0
1,28213,0
1,28287,0
1,28214,0
1,28288,0
1,28211,0
1,28285,0
1,28339,0
1,28381,0
1,28215,0
1,28289,0
1,28217,0
1,28291,0
1,28218,0
1,28292,0
1,28219,0
1,28293,0
1,28216,0
1,28290,0
1,28341,0
1,28383,0
1,19444,0
1,19540,0
1,19446,0
1,19542,0
1,19447,0
1,19543,0
1,19448,0
1,19544,0
1,19445,0
1,19541,0
1,19443,0
1,19539,0
1,19450,0
1,19546,0
1,19452,0
1,19548,0
1,19453,0
1,19549,0
1,19454,0
1,19550,0
1,19451,0
1,19547,0
1,19449,0
1,19545,0
1,28167,0
1,28241,0
1,28169,0
1,28243,0
1,28170,0
1,28244,0
1,28171,0
1,28245,0
1,28168,0
1,28242,0
1,28315,0
1,28357,0
1,28172,0
1,28246,0
1,28174,0
1,28248,0
1,28175,0
1,28249,0
1,28176,0
1,28250,0
1,28173,0
1,28247,0
1,28317,0
1,28359,0
1,25756,0
1,26046,0
1,25758,0
1,26048,0
1,25757,0
1,26047,0
1,25755,0
1,26045,0
1,25760,0
1,26050,0
1,25762,0
1,26052,0
1,25761,0
1,26051,0
1,25759,0
1,26049,0
1,25764,0
1,26054,0
1,25766,0
1,26056,0
1,25765,0
1,26055,0
1,25763,0
1,26053,0
1,25768,0
1,26058,0
1,25770,0
1,26060,0
1,25769,0
1,26059,0
1,25767,0
1,26057,0
1,7021,0
1,7157,0
1,7024,0
1,7160,0
1,7023,0
1,7159,0
1,7022,0
